from_id,to_id,is_connector,funcclass,lanes,speed,length,alpha,beta,Q
2:447467,2:447460,f,5,2.0,50,157.174371832307,0.6,5,1200
20656:366605,2:452154,f,7,1.0,30,54.381182726538,0.7,4,600
2:461081,2:461064,f,4,2.0,70,182.980459047128,0.6,5,1200
2:3710954,20656:366186,f,7,1.0,30,130.077684592537,0.7,4,600
2:457730,2:457785,f,7,1.0,70,235.140795243759,0.7,4,600
2:3707464,2:450358,f,4,2.0,50,193.043780545472,0.6,5,1200
10082:96624,1:200305816,f,3,2.0,60,49.1597084124832,0.5,6,1800
20656:2824972,20656:2824976,f,7,1.0,30,79.4954153702223,0.7,4,600
19317:17684,10027:767268,f,7,1.0,30,123.540827578822,0.7,4,600
10027:775983,20656:341430,f,7,1.0,30,5.96183545564048,0.7,4,600
2:461661,12735:2522,f,7,1.0,50,14.7734391392572,0.7,4,600
20656:4229805,2:453917,f,7,1.0,60,299.602278566216,0.7,4,600
11178:5058,16591:14116,f,7,1.0,50,159.85519365324,0.7,4,600
2:450733,2:450710,f,7,1.0,30,66.6318334564654,0.7,4,600
2:455531,2:455573,f,7,1.0,70,62.2650581611702,0.7,4,600
2:3711684,2:462448,f,7,1.0,30,90.5892220788806,0.7,4,600
20656:2869634,11178:6903,f,7,1.0,40,26.5843124491347,0.7,4,600
2480C1130,2:3709597,t,7,1.0,30,100.0,0.7,4,600
12732:25672,12732:25680,f,7,1.0,30,123.541350096229,0.7,4,600
19328:1071,2:462906,f,7,1.0,30,129.079996340043,0.7,4,600
2:455602,20656:2876010,f,7,1.0,40,74.1296425592225,0.7,4,600
10017:21849,16585:29021,f,7,1.0,50,34.9992605428227,0.7,4,600
2:3711350,2:461196,f,7,1.0,30,74.8344349615685,0.7,4,600
10017:21849,16585:29023,f,7,1.0,50,41.5929955600442,0.7,4,600
2:453443,2:453467,f,7,1.0,40,102.743430579296,0.7,4,600
2:3710726,2:458755,f,5,2.0,70,779.155190218676,0.6,5,1200
12847:7881,20656:2870462,f,7,1.0,40,158.065279198108,0.7,4,600
16669:27285,2:456139,f,4,2.0,60,154.752532162882,0.6,5,1200
2:438679,2:438690,f,7,1.0,50,74.2457132711012,0.7,4,600
11178:1736,11178:1732,f,7,1.0,40,72.3924828384251,0.7,4,600
2:461190,16593:48408,f,7,1.0,50,20.0691765476761,0.7,4,600
11178:9370,11178:9368,f,7,1.0,40,35.2737038786038,0.7,4,600
2:450835,2:450893,f,7,1.0,30,244.29268661361,0.7,4,600
2:455539,20656:375793,f,7,1.0,30,394.691186602228,0.7,4,600
2:3711119,2:460420,f,7,1.0,30,68.5006134939684,0.7,4,600
2480C1230,2:455500,t,7,1.0,30,100.0,0.7,4,600
2:453858,11154:7639,f,7,1.0,40,63.0590507002776,0.7,4,600
2:3709028,2:3708409,f,7,1.0,40,54.7678063274991,0.7,4,600
2:456751,2:456779,f,7,1.0,30,47.2131267030191,0.7,4,600
2:456738,2:456735,f,7,1.0,30,81.279854115488,0.7,4,600
11178:6049,11178:6053,f,7,1.0,40,149.648975823184,0.7,4,600
2:456445,2:456466,f,7,1.0,30,106.228059146346,0.7,4,600
2:3709445,20656:2836356,f,7,1.0,30,98.8678585506174,0.7,4,600
12847:4539,12847:4545,f,0,2.0,110,771.384943394716,0.4,8,2000
20656:2852116,20656:2852112,f,7,1.0,40,58.0071809858579,0.7,4,600
2:461128,2:461140,f,4,2.0,70,128.718710787971,0.6,5,1200
11180:1052,11180:1026,f,7,1.0,30,328.595689898374,0.7,4,600
2:448861,2:448919,f,3,2.0,80,128.027656210081,0.5,6,1800
16587:25347,20656:341910,f,7,1.0,30,26.7634504495266,0.7,4,600
11178:6954,20656:2851153,f,7,1.0,50,24.2282986268789,0.7,4,600
2:460214,2:460136,f,7,1.0,30,198.974876723991,0.7,4,600
2:3707379,2:451214,f,7,1.0,30,127.156602958634,0.7,4,600
16590:15363,2:3706086,f,7,1.0,70,1208.4151001557,0.7,4,600
2:3709800,20656:341241,f,7,1.0,30,56.7100503640147,0.7,4,600
2:3710968,2:459840,f,7,1.0,30,37.3758976042121,0.7,4,600
2:3709778,11178:8166,f,5,1.0,50,248.426541823092,0.6,5,1200
2:454849,2:3709086,f,7,1.0,30,260.448615788992,0.7,4,600
2:462421,2:462432,f,7,1.0,30,163.84078032559,0.7,4,600
2:457769,2:457719,f,7,1.0,70,166.844482124041,0.7,4,600
16585:29169,19307:19116,f,7,1.0,40,16.9234664594364,0.7,4,600
2:459690,2:459786,f,7,1.0,30,342.858461083478,0.7,4,600
2:456530,2:456486,f,7,1.0,50,73.1118400265118,0.7,4,600
2:3708902,20656:2884040,f,7,1.0,30,131.441470519624,0.7,4,600
2:3710940,2:3710949,f,7,1.0,30,78.4929260571836,0.7,4,600
2:450893,2:450898,f,7,1.0,30,48.4923476539691,0.7,4,600
18931:171629,2:3711318,f,7,1.0,70,1020.6497567559,0.7,4,600
22846:3481,11159:320528,f,4,2.0,70,1.37228641329097,0.6,5,1200
2:463531,2:463553,f,4,2.0,70,141.411565151249,0.6,5,1200
11178:5134,2:3709373,f,7,1.0,50,8.4653425801172,0.7,4,600
10027:778197,2:3709707,f,4,2.0,60,101.444655871736,0.6,5,1200
11177:1809,2:438827,f,4,2.0,40,27.7900271601524,0.6,5,1200
11178:8417,11178:8425,f,7,1.0,40,39.941477064004,0.7,4,600
20656:2827760,2:460391,f,7,1.0,30,34.7232290288565,0.7,4,600
2:451922,2:3708016,f,7,1.0,30,66.625531337548,0.7,4,600
2:460289,2:460248,f,7,1.0,30,90.8492930570817,0.7,4,600
16665:9882,20656:2836958,f,7,1.0,40,10.8210918579537,0.7,4,600
2:460469,11180:1026,f,7,1.0,70,243.179939615175,0.7,4,600
2:459866,2:459873,f,7,1.0,50,9.03076015260234,0.7,4,600
2:460241,2:460216,f,7,1.0,30,75.8454280363859,0.7,4,600
2:452053,20656:2874924,f,7,1.0,30,101.616918215447,0.7,4,600
2:3709554,2:456374,f,7,1.0,30,145.291852721703,0.7,4,600
2:456136,2:456145,f,7,1.0,50,23.5579477073389,0.7,4,600
2:3711669,2:462414,f,7,1.0,30,62.2560576186305,0.7,4,600
15590:3521,2:3709846,f,7,1.0,50,182.635999023649,0.7,4,600
11158:99517,20656:2888649,f,7,1.0,50,2.61064781259042,0.7,4,600
2:455475,11178:2930,f,7,1.0,30,6.76111980389832,0.7,4,600
2:455690,2:455676,f,7,1.0,40,98.940486606816,0.7,4,600
2:453834,11154:7557,f,7,1.0,30,59.3876655274336,0.7,4,600
2:3707464,2:450389,f,7,1.0,70,132.446089701891,0.7,4,600
2:446603,2:446527,f,5,2.0,40,218.053539099511,0.6,5,1200
2:444444,2:444452,f,5,2.0,70,33.6101913170145,0.6,5,1200
2:447955,2:3707059,f,5,2.0,70,434.170919521075,0.6,5,1200
2:457053,1:200307802,f,7,1.0,40,90.1748960401549,0.7,4,600
2:3707473,2:3707539,f,5,1.0,70,246.659847529503,0.6,5,1200
15610:9441,2:3709657,f,7,1.0,70,47.3365755477752,0.7,4,600
16591:14449,2:456798,f,7,1.0,30,112.764331963981,0.7,4,600
2:461174,2:461264,f,7,1.0,30,231.448376988494,0.7,4,600
2:456082,11178:1999,f,7,1.0,40,93.476945824579,0.7,4,600
2:3710226,2:457737,f,5,2.0,50,149.761653329447,0.6,5,1200
2:452561,2:452581,f,4,2.0,70,78.6422325087747,0.6,5,1200
2:456512,2:456509,f,7,1.0,30,56.8477667459668,0.7,4,600
11179:309,20656:341280,f,7,1.0,30,23.6864263732482,0.7,4,600
2:3708198,2:452604,f,4,2.0,70,123.35811435869,0.6,5,1200
2:458320,2:3710508,f,4,2.0,70,58.1476242079256,0.6,5,1200
2:3709207,20656:2867270,f,7,1.0,30,104.54531582676,0.7,4,600
2:456223,2:456262,f,7,1.0,30,231.286661642946,0.7,4,600
20656:2872140,20656:341912,f,7,1.0,50,6.07905930225797,0.7,4,600
10017:23411,12726:148403,f,7,1.0,50,9.23488543527426,0.7,4,600
2:460614,2:460612,f,7,1.0,30,45.5890746324977,0.7,4,600
20656:2851495,2:3708551,f,7,1.0,40,11.7274960673067,0.7,4,600
11178:4110,11178:4112,f,7,1.0,40,146.511251844406,0.7,4,600
10446:122,2:462795,f,5,2.0,70,15.0447232937744,0.6,5,1200
2:455270,10017:22948,f,7,1.0,40,22.0995497689361,0.7,4,600
2:456145,2:456136,f,7,1.0,50,23.5579477073389,0.7,4,600
2:453693,11154:7456,f,7,1.0,30,140.864897503812,0.7,4,600
2:460280,20656:2827102,f,7,1.0,30,23.4036279232011,0.7,4,600
2:3711655,2:462303,f,7,1.0,30,318.985253905943,0.7,4,600
10747:2017,11158:98972,f,0,1.0,70,37.513086402794,0.4,8,2000
11178:9127,11178:9125,f,7,1.0,50,117.18075722725,0.7,4,600
2:459710,20656:2866448,f,7,1.0,30,92.5907004017395,0.7,4,600
16585:28796,11178:5888,f,7,1.0,30,71.9422000012305,0.7,4,600
2480C1300,12726:148186,t,7,1.0,30,100.0,0.7,4,600
2:459335,2:3710823,f,7,1.0,70,31.693003355569,0.7,4,600
1:200306602,15590:3416,f,3,2.0,40,74.1317540024787,0.5,6,1800
10017:21019,2:460686,f,7,1.0,50,179.550402242818,0.7,4,600
2:454170,2:454182,f,7,1.0,40,100.786021551655,0.7,4,600
2:456053,2:3709488,f,7,1.0,30,101.642183472445,0.7,4,600
20656:2875120,2:455376,f,7,1.0,40,11.973980243176,0.7,4,600
2:460762,2:3711086,f,4,2.0,70,27.1964558535597,0.6,5,1200
11162:12689,11158:99042,f,7,1.0,50,94.8277110737455,0.7,4,600
20656:2883412,2:455268,f,7,1.0,30,229.557282662237,0.7,4,600
2:3709120,2:455430,f,7,1.0,40,71.5211420491563,0.7,4,600
2:3709116,20656:2852032,f,7,1.0,40,11.6594582213003,0.7,4,600
11178:6217,2:3709238,f,7,1.0,30,32.4620919036344,0.7,4,600
12847:7410,12847:7412,f,3,2.0,40,87.4263467116162,0.5,6,1800
12726:148611,16594:23187,f,7,1.0,40,11.0335057692824,0.7,4,600
2:3708183,20656:342907,f,7,1.0,30,175.853580620828,0.7,4,600
2:455469,2:455469,f,7,1.0,50,379.846486924419,0.7,4,600
15590:3396,15590:3420,f,3,2.0,40,51.0625604938855,0.5,6,1800
20656:2869083,2:3709163,f,7,1.0,50,92.423641422932,0.7,4,600
2480B4010,20656:2824893,t,7,1.0,30,100.0,0.7,4,600
20656:407713,20656:407711,f,7,1.0,30,3.3449367706191,0.7,4,600
22846:661,2:457837,f,7,1.0,70,825.055169030948,0.7,4,600
20656:2866450,2:3710923,f,7,1.0,30,6.12727459783385,0.7,4,600
2:453747,2:453843,f,5,2.0,50,51.9671908898741,0.6,5,1200
2:456021,1:200403500,f,4,2.0,80,507.3963098594,0.6,5,1200
10082:146304,2:436186,f,3,2.0,70,60.7933613165616,0.5,6,1800
2:452123,2:452106,f,4,2.0,70,68.0711528678867,0.6,5,1200
2:453466,20656:2874448,f,7,1.0,40,9.58044430063276,0.7,4,600
2:446716,2:446692,f,4,2.0,40,36.6647012807421,0.6,5,1200
2:460649,2:460655,f,7,1.0,30,123.142146865664,0.7,4,600
2:456771,2:456738,f,7,1.0,30,65.2564064975536,0.7,4,600
2:458013,2:457990,f,5,2.0,50,63.639179408561,0.6,5,1200
16587:25494,2:3709109,f,7,1.0,30,46.6044815977016,0.7,4,600
2:448514,2:448042,f,4,2.0,80,1593.11318587763,0.6,5,1200
2:453271,2:453506,f,4,2.0,70,912.96174422503,0.6,5,1200
11155:157771,11155:157774,f,7,1.0,70,3025.25196849319,0.7,4,600
11178:6669,11178:6667,f,7,1.0,50,93.7757136526421,0.7,4,600
10017:22693,10017:22683,f,7,1.0,50,19.5828310771195,0.7,4,600
20656:2875452,2:454761,f,7,1.0,50,23.3471431442329,0.7,4,600
2:462595,20656:2824848,f,7,1.0,30,5.39736361485021,0.7,4,600
20656:2869640,20656:343419,f,7,1.0,40,10.453839343271,0.7,4,600
2:450901,20656:2824191,f,7,1.0,30,85.3160023135804,0.7,4,600
2:448842,2:3706917,f,5,2.0,70,85.941645342692,0.6,5,1200
10087:18831,10446:298,f,1,2.0,70,14.9638272515724,0.4,8,2000
2480C1500,20656:2888498,t,7,1.0,30,100.0,0.7,4,600
2:3709705,2:456735,f,7,1.0,30,87.8519296851224,0.7,4,600
15590:3400,15590:3396,f,3,2.0,40,18.2151020765794,0.5,6,1800
2:454935,10027:775859,f,7,1.0,30,117.278955009825,0.7,4,600
20656:2866731,10017:22946,f,7,1.0,40,4.31376656694739,0.7,4,600
10082:93717,1:200307500,f,0,1.0,90,14.0024292532381,0.4,8,2000
11178:5990,2480C1250,t,7,1.0,30,100.0,0.7,4,600
2:438741,10027:759347,f,7,1.0,30,55.2545552389773,0.7,4,600
2:454430,2:454767,f,7,1.0,30,106.742821512799,0.7,4,600
1:200303318,2:456043,f,7,1.0,30,57.4786184506357,0.7,4,600
2:459340,2:459199,f,7,1.0,70,934.173423286771,0.7,4,600
20656:2836472,2:456309,f,7,1.0,40,33.1426034129096,0.7,4,600
10017:22942,20656:2866731,f,7,1.0,40,65.3632920006701,0.7,4,600
2:3709429,20656:2868891,f,7,1.0,50,31.5122020180933,0.7,4,600
2:455838,20656:2865050,f,7,1.0,40,6.2986685893412,0.7,4,600
16587:25490,20656:2868449,f,7,1.0,30,10.4382690615896,0.7,4,600
2:3708668,2:453626,f,4,2.0,70,141.202823492694,0.6,5,1200
2:458853,2:459020,f,7,1.0,30,95.8791626435798,0.7,4,600
20656:2875994,2:455759,f,7,1.0,40,162.862341414202,0.7,4,600
2:449923,2:449747,f,7,1.0,70,656.390811144534,0.7,4,600
11178:5267,2:456530,f,7,1.0,50,52.6079863900034,0.7,4,600
2:3709605,20656:2861363,f,7,1.0,30,8.56417310619564,0.7,4,600
20656:2836404,2:456012,f,7,1.0,30,129.492092781205,0.7,4,600
2:3709068,20656:2883412,f,7,1.0,30,5.46917836592212,0.7,4,600
20656:370358,22846:755,f,5,2.0,70,269.629472434464,0.6,5,1200
2:454774,20656:2806452,f,7,1.0,40,64.4873688182495,0.7,4,600
2:457191,2:457174,f,5,1.0,50,109.759208257551,0.6,5,1200
2:454891,20656:2852064,f,7,1.0,30,134.956235800362,0.7,4,600
2:458990,2:3710797,f,7,1.0,70,1091.65618989532,0.7,4,600
2:3708934,2:454170,f,7,1.0,30,85.2699531649706,0.7,4,600
2:3711142,2:460555,f,7,1.0,30,114.722549788688,0.7,4,600
2:3708896,2:454397,f,7,1.0,50,136.596433994448,0.7,4,600
2:446541,2:446562,f,7,1.0,30,49.457001779231,0.7,4,600
2:450912,2:450870,f,7,1.0,30,101.52678104682,0.7,4,600
20656:2874434,20656:2874454,f,7,1.0,30,326.262645149693,0.7,4,600
2:456088,2:456077,f,7,1.0,30,16.1720846206913,0.7,4,600
1:210100300,1:210100100,f,5,2.0,70,153.397372123311,0.6,5,1200
2:457340,2:457396,f,4,2.0,70,206.70926834868,0.6,5,1200
2:455285,2480C1270,t,7,1.0,30,100.0,0.7,4,600
2:3709339,2:455635,f,7,1.0,40,117.830569655177,0.7,4,600
2:442328,2:443151,f,7,1.0,70,1024.63473081257,0.7,4,600
12726:148306,10446:201,f,0,2.0,110,155.066518020368,0.4,8,2000
2:453367,1:200300900,f,0,2.0,80,208.402458081608,0.4,8,2000
2:3708855,11178:8477,f,7,1.0,50,128.184911837275,0.7,4,600
20656:2864759,16665:9796,f,7,1.0,30,180.378292897469,0.7,4,600
11163:244633,13606:804,f,5,1.0,70,889.675851143523,0.6,5,1200
2:456093,2:456140,f,7,1.0,50,53.405968921016,0.7,4,600
12847:7422,2:454705,f,3,2.0,60,92.8681034707714,0.5,6,1800
2:461174,2:3711304,f,7,1.0,30,138.714295114802,0.7,4,600
11178:2841,2:3709412,f,7,1.0,50,96.8538434567045,0.7,4,600
12727:131052,2:449236,f,4,2.0,70,75.3286268056536,0.6,5,1200
2:454788,2:454758,f,7,1.0,30,98.4458199470868,0.7,4,600
2:455109,2:3708785,f,7,1.0,30,104.396773904506,0.7,4,600
2:3707279,1:210103700,f,3,2.0,60,47.8458892873652,0.5,6,1800
2:3709128,20656:2851463,f,7,1.0,40,15.4454945212105,0.7,4,600
20656:359926,20656:2868769,f,7,1.0,40,37.0983455126244,0.7,4,600
2:3711640,2:462528,f,5,1.0,40,278.102660607468,0.6,5,1200
2:455711,2:455634,f,5,1.0,30,123.126727440577,0.6,5,1200
2:459910,20656:2828038,f,7,1.0,30,83.6545020611224,0.7,4,600
2:455952,20656:2836928,f,7,1.0,30,99.9034203121466,0.7,4,600
2:448689,2:448629,f,7,1.0,50,234.164361101109,0.7,4,600
2:3711121,11180:1084,f,7,1.0,30,167.202221619736,0.7,4,600
2:3711004,20656:2827102,f,7,1.0,30,71.8877527435966,0.7,4,600
11178:7075,11178:7084,f,7,1.0,40,123.656744669315,0.7,4,600
11154:13194,2:451147,f,5,1.0,40,16.4712919974701,0.6,5,1200
2:461811,16593:46274,f,7,1.0,50,412.652764775382,0.7,4,600
2:449946,12734:214714,f,3,2.0,80,236.09036863636,0.5,6,1800
10027:793100,2:441938,f,5,2.0,70,175.342494748035,0.6,5,1200
2:445231,1:210100400,f,5,2.0,50,575.01807840852,0.6,5,1200
2:3708421,2:452968,f,7,1.0,50,65.6326842611352,0.7,4,600
20656:2733820,2:3708979,f,7,1.0,50,57.8361780217146,0.7,4,600
1:200400900,10747:2123,f,5,2.0,50,4.09093852376034,0.6,5,1200
2:3709682,2:456714,f,7,1.0,50,296.143939623521,0.7,4,600
2:455426,2:455238,f,7,1.0,30,276.07927053657,0.7,4,600
16585:29072,2:453668,f,4,2.0,70,662.21514053525,0.6,5,1200
16585:29308,20656:2874498,f,7,1.0,40,18.6571981813889,0.7,4,600
2:447931,2:447984,f,4,2.0,80,167.280899331222,0.6,5,1200
2:450975,11154:13107,f,7,1.0,30,80.5731122707125,0.7,4,600
2:3709381,2:455727,f,7,1.0,40,163.535238704053,0.7,4,600
2:459677,20656:2866424,f,7,1.0,30,75.681186257121,0.7,4,600
10017:21041,2:460619,f,7,1.0,50,135.298971913097,0.7,4,600
2:3708478,2:453284,f,4,2.0,50,339.892316940236,0.6,5,1200
2:453883,2:453844,f,4,2.0,70,91.1399416883097,0.6,5,1200
2:454016,20656:774033,f,7,1.0,30,125.019821762954,0.7,4,600
2:3709550,2:456016,f,7,1.0,40,77.9019299547961,0.7,4,600
2:457702,2:3710178,f,5,2.0,50,49.1563895293147,0.6,5,1200
11178:6149,2:3709301,f,7,1.0,30,57.6589304772369,0.7,4,600
11154:46438,20656:3691290,f,7,1.0,40,60.0663847142982,0.7,4,600
2:453780,16669:27448,f,7,1.0,50,216.239802666795,0.7,4,600
2:456372,2:3709653,f,7,1.0,50,122.061663354932,0.7,4,600
2:462252,2:462258,f,7,1.0,70,112.957942779843,0.7,4,600
2:3709095,20656:2851515,f,7,1.0,30,9.98615686844428,0.7,4,600
16669:27421,20656:2878857,f,7,1.0,50,38.063565340852,0.7,4,600
2:460947,2:3711268,f,4,2.0,70,489.697087919983,0.6,5,1200
2:3708974,20656:2866723,f,7,1.0,50,16.761403581142,0.7,4,600
2:456118,2:456153,f,5,2.0,50,92.6093919584237,0.6,5,1200
2:3708521,2:453287,f,4,2.0,70,9.24702487265031,0.6,5,1200
20656:2874906,20656:2874914,f,7,1.0,30,203.531380244911,0.7,4,600
16591:14152,16585:165750,f,0,2.0,80,199.916440265696,0.4,8,2000
20656:450503,12843:1992,f,7,1.0,30,7.2216389416756,0.7,4,600
11178:1720,2:456235,f,5,1.0,60,149.772008007484,0.6,5,1200
11180:1447,16592:21102,f,7,1.0,50,358.324769790213,0.7,4,600
11178:6617,11178:6623,f,7,1.0,50,24.3386505994407,0.7,4,600
12734:215023,16593:46445,f,7,1.0,70,180.145550403352,0.7,4,600
2:453646,16585:29162,f,7,1.0,40,19.0942752149427,0.7,4,600
11178:5949,11178:5947,f,7,1.0,30,47.7082758857236,0.7,4,600
2:448416,2:448439,f,7,1.0,70,50.1193419242279,0.7,4,600
16669:27316,16669:27434,f,0,2.0,80,60.0045593084118,0.4,8,2000
2:452351,2:452444,f,4,2.0,70,247.898953045333,0.6,5,1200
11158:99410,20656:2869087,f,7,1.0,50,31.8765232261457,0.7,4,600
20656:2856084,2:3709868,f,7,1.0,40,20.0346176902255,0.7,4,600
20656:2829456,2:3709550,f,7,1.0,40,23.8113746461002,0.7,4,600
2:454115,2:3708894,f,7,1.0,40,242.706199291056,0.7,4,600
2:3709794,20656:341951,f,7,1.0,50,93.7410650911683,0.7,4,600
15610:9074,20656:2851591,f,7,1.0,40,7.41639164272951,0.7,4,600
2480C1190,2:455742,t,7,1.0,30,100.0,0.7,4,600
11178:6850,11178:6854,f,7,1.0,40,20.0909047366438,0.7,4,600
2:455141,20656:2866767,f,7,1.0,30,158.212654847785,0.7,4,600
2:3711711,2:3711679,f,7,1.0,30,141.321893010063,0.7,4,600
2:455469,2:455448,f,7,1.0,50,12.8452519239071,0.7,4,600
1:210201800,2:3707242,f,5,2.0,70,55.5628273496827,0.6,5,1200
20661:2490,2:3709310,f,7,1.0,30,8.78125167648565,0.7,4,600
2:462522,20656:2825415,f,7,1.0,30,105.984391621003,0.7,4,600
11158:99327,11158:99329,f,7,1.0,40,49.3695105104931,0.7,4,600
2:456543,2:456559,f,7,1.0,30,110.449403834168,0.7,4,600
1:210301600,11177:1788,f,4,2.0,40,428.719495925473,0.6,5,1200
2:3709624,2:456292,f,7,1.0,30,95.7339463115583,0.7,4,600
2:448629,2:3707098,f,7,1.0,50,151.676864994786,0.7,4,600
16666:39239,20656:2829434,f,7,1.0,40,4.79264958019554,0.7,4,600
2:452124,20656:2874918,f,7,1.0,30,171.885587162107,0.7,4,600
11178:6495,11178:6493,f,7,1.0,50,130.730054775939,0.7,4,600
2:455231,2:455111,f,7,1.0,30,229.835624398717,0.7,4,600
2:443871,2:443857,f,5,1.0,70,98.0891780022434,0.6,5,1200
2:3709812,20656:2830940,f,7,1.0,40,10.7854875180357,0.7,4,600
2:462882,2:462898,f,7,1.0,30,119.350519661436,0.7,4,600
10017:22121,2:456830,f,7,1.0,30,22.3534942510197,0.7,4,600
20656:2872484,20656:2872472,f,7,1.0,40,45.9969800890565,0.7,4,600
20656:4404109,10082:87249,f,5,2.0,70,99.8091264270054,0.6,5,1200
20656:2865042,20656:2865050,f,7,1.0,40,111.036586006486,0.7,4,600
20656:372758,20656:2825420,f,7,1.0,30,58.8253018600122,0.7,4,600
2:456312,2:456182,f,7,1.0,50,47.7717645190823,0.7,4,600
2:455019,12726:148246,f,7,1.0,30,77.4216367457564,0.7,4,600
11178:5273,2:456563,f,7,1.0,50,14.3062828159147,0.7,4,600
2:454572,2:454611,f,7,1.0,30,82.7915189194741,0.7,4,600
2:454054,2:454119,f,7,1.0,40,110.90740248073,0.7,4,600
2:453952,2:454015,f,7,1.0,50,250.205206510422,0.7,4,600
16669:27514,12726:148654,f,7,1.0,50,113.604518749127,0.7,4,600
11179:420,11179:426,f,7,1.0,30,27.1022433168312,0.7,4,600
2:459023,2:459009,f,7,1.0,50,104.245349116028,0.7,4,600
11178:5782,11178:5778,f,7,1.0,30,11.1756224430699,0.7,4,600
2:455222,2:455248,f,7,1.0,40,164.776171335621,0.7,4,600
2:3710977,2:459868,f,7,1.0,30,102.075682206952,0.7,4,600
20656:2873786,20656:2870416,f,7,1.0,30,151.657506892744,0.7,4,600
20656:2883671,20656:359930,f,7,1.0,40,15.6184162448758,0.7,4,600
20656:2872144,2:3709674,f,7,1.0,30,6.88981603559121,0.7,4,600
2:457191,1:200305100,f,5,1.0,50,57.9703734926128,0.6,5,1200
2:455956,2:3709493,f,7,1.0,30,72.2532215532069,0.7,4,600
20656:851875,20656:851873,f,7,1.0,30,237.200203533858,0.7,4,600
12727:131756,2:3707385,f,7,1.0,70,1544.10751594755,0.7,4,600
11178:9664,2:3709607,f,7,1.0,50,206.145192703526,0.7,4,600
20656:2864775,2:456366,f,7,1.0,40,54.2411419311402,0.7,4,600
2:435643,2:435815,f,5,1.0,70,749.323621144076,0.6,5,1200
12727:130670,2:463589,f,4,2.0,70,790.7551156261,0.6,5,1200
12732:30971,2:3708900,f,3,2.0,60,75.8135583204083,0.5,6,1800
2:3709139,2:453769,f,7,1.0,70,2118.3716900847,0.7,4,600
20656:2887901,2:453467,f,7,1.0,40,22.9298019543451,0.7,4,600
2:444692,2:3706188,f,5,2.0,70,241.780430087422,0.6,5,1200
2:3710794,11178:4391,f,4,2.0,90,294.616744135344,0.6,5,1200
2:454868,2:454897,f,7,1.0,30,18.4286923298866,0.7,4,600
2:462537,20656:2822642,f,7,1.0,30,117.211195659024,0.7,4,600
2:454758,2:454788,f,7,1.0,30,98.4458199470868,0.7,4,600
20656:2874524,2:453055,f,7,1.0,40,10.592944869049,0.7,4,600
2:456873,2:3709828,f,4,2.0,60,106.460878007064,0.6,5,1200
11178:4621,10082:148596,f,0,2.0,80,566.81155425849,0.4,8,2000
2:453386,16585:29114,f,7,1.0,70,292.444859792571,0.7,4,600
2:453766,2:3708719,f,4,2.0,50,81.1994833129855,0.6,5,1200
11178:1861,2:3708900,f,3,2.0,60,436.399750807773,0.5,6,1800
2:455307,2:455330,f,7,1.0,40,230.770721912719,0.7,4,600
20661:3910,20661:3910,f,7,1.0,30,410.653536468062,0.7,4,600
2:453201,2:3708458,f,7,1.0,30,217.594014009679,0.7,4,600
2:456234,2:3709620,f,5,1.0,70,183.766378920067,0.6,5,1200
2:3708845,10027:775013,f,4,2.0,50,113.277200689476,0.6,5,1200
2:457327,20656:2820208,f,7,1.0,40,11.8736700397454,0.7,4,600
11178:5267,10027:777954,f,7,1.0,50,58.0107859449665,0.7,4,600
20656:374896,2:3709674,f,7,1.0,30,7.9145663183273,0.7,4,600
2:446800,2:446795,f,5,2.0,70,13.5690204144937,0.6,5,1200
2:455039,2480C1260,t,7,1.0,30,100.0,0.7,4,600
11178:6247,2:456289,f,7,1.0,30,25.5160887277325,0.7,4,600
16585:29162,2:453646,f,7,1.0,40,19.0942752149427,0.7,4,600
11178:6687,18931:166501,f,7,1.0,70,215.543267327416,0.7,4,600
2:455226,11158:99353,f,7,1.0,30,5.06064353598467,0.7,4,600
20656:343077,19307:19116,f,7,1.0,40,399.771592504799,0.7,4,600
2:455439,2:455492,f,4,2.0,40,28.3780591652924,0.6,5,1200
20656:359916,20656:2883675,f,7,1.0,40,37.6543074355579,0.7,4,600
10017:21925,2:455262,f,7,1.0,50,67.8135944896559,0.7,4,600
16594:17447,11180:996,f,7,1.0,50,65.2972711793241,0.7,4,600
2:454529,2:454617,f,7,1.0,30,139.060354604059,0.7,4,600
2:3707627,20656:2826448,f,5,1.0,40,91.6385574373309,0.6,5,1200
2:443408,1:210101300,f,3,2.0,90,954.305920834866,0.5,6,1800
2:455580,2:3709160,f,7,1.0,40,58.9417651668638,0.7,4,600
12848:2027,12848:2031,f,5,2.0,70,285.023683398198,0.6,5,1200
16593:48494,10446:372,f,0,1.0,110,9.22107423287303,0.4,8,2000
20656:2858406,10017:23239,f,7,1.0,40,247.63435951046,0.7,4,600
2:3709509,20656:2836276,f,7,1.0,40,53.8907161299839,0.7,4,600
2:3709593,2:456145,f,4,2.0,60,17.6820880964449,0.6,5,1200
2:454188,2:454119,f,7,1.0,40,393.43655390866,0.7,4,600
20656:2890012,2:454695,f,7,1.0,40,61.1725652185563,0.7,4,600
2:463018,2:463031,f,4,2.0,80,111.887346055247,0.6,5,1200
20656:2866980,20656:2866986,f,7,1.0,50,37.9962525652911,0.7,4,600
2:454256,11178:7956,f,7,1.0,50,592.166553667814,0.7,4,600
12734:47861,12734:47863,f,7,1.0,50,150.609594208656,0.7,4,600
